id,split,label,source,width,height,md5,raw_path,aspect_ratio
train_0021,train,struk,cord-v2,576,864,abe450859a35ec99de93b8df21782fd5,/content/dataset/raw/struk/train_0021.jpg,0.6666666666666666
train_0022,train,struk,cord-v2,864,1296,0ad0d049b46a466d7b260e95420574a1,/content/dataset/raw/struk/train_0022.jpg,0.6666666666666666
train_0023,train,struk,cord-v2,576,864,f2b960adb0252949f61d4d4df6f7b25f,/content/dataset/raw/struk/train_0023.jpg,0.6666666666666666
train_0024,train,struk,cord-v2,576,864,bf9af9a5bdc48b87f036625fbbd60db2,/content/dataset/raw/struk/train_0024.jpg,0.6666666666666666
train_0025,train,struk,cord-v2,864,1296,79a4d877dfddce6d3d59d46342c2975b,/content/dataset/raw/struk/train_0025.jpg,0.6666666666666666
train_0026,train,struk,cord-v2,1108,1478,1a04fec54694e90d924537642cad9e99,/content/dataset/raw/struk/train_0026.jpg,0.7496617050067659
train_0027,train,struk,cord-v2,864,1296,ad1d13a2594f75e53538c134546f39d1,/content/dataset/raw/struk/train_0027.jpg,0.6666666666666666
train_0028,train,struk,cord-v2,864,1296,51b5e1342b4cd990bae3c61ed8513633,/content/dataset/raw/struk/train_0028.jpg,0.6666666666666666
train_0029,train,struk,cord-v2,576,864,c03b97eca38151c4e67ad7a5c48ae0b4,/content/dataset/raw/struk/train_0029.jpg,0.6666666666666666
train_0030,train,struk,cord-v2,864,1296,24a64afd4e198bf0a8a5f1459038eec0,/content/dataset/raw/struk/train_0030.jpg,0.6666666666666666
train_0031,train,struk,cord-v2,576,864,f80d60db58b477599419c250b7b79300,/content/dataset/raw/struk/train_0031.jpg,0.6666666666666666
train_0032,train,struk,cord-v2,576,864,91acd777f86179b5ff4d6b611afce288,/content/dataset/raw/struk/train_0032.jpg,0.6666666666666666
train_0033,train,struk,cord-v2,576,864,e9e83c8d10f2236bde7e95840d88bd08,/content/dataset/raw/struk/train_0033.jpg,0.6666666666666666
train_0034,train,struk,cord-v2,576,864,fdf0e37ee00ca76ecfa284c452b36c50,/content/dataset/raw/struk/train_0034.jpg,0.6666666666666666
train_0035,train,struk,cord-v2,576,864,bdf1d9291e85fb27eea0fe8aba4e486e,/content/dataset/raw/struk/train_0035.jpg,0.6666666666666666
train_0036,train,struk,cord-v2,960,1280,60a5ca60f5c46e2819278ecb0c89cf84,/content/dataset/raw/struk/train_0036.jpg,0.75
train_0037,train,struk,cord-v2,864,1296,fcaaf5d579bb4ec902046dfa69a0ac00,/content/dataset/raw/struk/train_0037.jpg,0.6666666666666666
train_0038,train,struk,cord-v2,864,1296,bffb34702294d0bb68347a116f41c5e8,/content/dataset/raw/struk/train_0038.jpg,0.6666666666666666
train_0039,train,struk,cord-v2,1108,1478,d6f7ffde6a048366d262705cfb75bb5e,/content/dataset/raw/struk/train_0039.jpg,0.7496617050067659
train_0040,train,struk,cord-v2,576,864,b1bbc63de4156c0ad93e6a4c36f9b7bf,/content/dataset/raw/struk/train_0040.jpg,0.6666666666666666
train_0041,train,struk,cord-v2,576,864,0e97b84e849a645bb37d57f372c49133,/content/dataset/raw/struk/train_0041.jpg,0.6666666666666666
train_0042,train,struk,cord-v2,576,864,4cff9a9934a0c182e5c8ce9784b5916b,/content/dataset/raw/struk/train_0042.jpg,0.6666666666666666
train_0043,train,struk,cord-v2,864,1296,5ee032ca5c89b9b99abfeee2946d9598,/content/dataset/raw/struk/train_0043.jpg,0.6666666666666666
train_0044,train,struk,cord-v2,432,648,48f20acb1890f9a0fe8a0bc8f75fe130,/content/dataset/raw/struk/train_0044.jpg,0.6666666666666666
train_0045,train,struk,cord-v2,2304,4096,f4d21a03f6d861d267c9841d300ee381,/content/dataset/raw/struk/train_0045.jpg,0.5625
train_0046,train,struk,cord-v2,864,1296,1b6ed961fbf15fd4b63901075aaca16f,/content/dataset/raw/struk/train_0046.jpg,0.6666666666666666
train_0047,train,struk,cord-v2,864,1296,76be76762d17928d7634a585f52a9051,/content/dataset/raw/struk/train_0047.jpg,0.6666666666666666
train_0048,train,struk,cord-v2,660,1394,2db238c28fc6785c0966f41e65dab239,/content/dataset/raw/struk/train_0048.jpg,0.4734576757532281
train_0049,train,struk,cord-v2,576,864,e446b12f44b9e9947e8372f40fa54179,/content/dataset/raw/struk/train_0049.jpg,0.6666666666666666
train_0050,train,struk,cord-v2,864,1296,4dc34ac6999eb91802accb5a492f2f06,/content/dataset/raw/struk/train_0050.jpg,0.6666666666666666
train_0051,train,struk,cord-v2,1108,1478,b179d65dcfd6635d3247deaee607f19f,/content/dataset/raw/struk/train_0051.jpg,0.7496617050067659
train_0052,train,struk,cord-v2,576,864,748fceb8f9179d0ee50ab6671c172dc7,/content/dataset/raw/struk/train_0052.jpg,0.6666666666666666
train_0053,train,struk,cord-v2,960,1280,4929d7ace7f89906daacda1b40c7c069,/content/dataset/raw/struk/train_0053.jpg,0.75
train_0054,train,struk,cord-v2,576,864,3cde5c2cc800f8fd3e4a0902a95c2038,/content/dataset/raw/struk/train_0054.jpg,0.6666666666666666
train_0055,train,struk,cord-v2,2304,4096,0ae62f09779ce36a8b9788290564d8d1,/content/dataset/raw/struk/train_0055.jpg,0.5625
train_0056,train,struk,cord-v2,1836,3264,8c8caea53aef416669e614f67f77729a,/content/dataset/raw/struk/train_0056.jpg,0.5625
train_0057,train,struk,cord-v2,576,864,d83ce7f47add708612d18534b99e84d6,/content/dataset/raw/struk/train_0057.jpg,0.6666666666666666
train_0058,train,struk,cord-v2,864,1296,bf0e01d255227c819527210105d3c274,/content/dataset/raw/struk/train_0058.jpg,0.6666666666666666
train_0059,train,struk,cord-v2,864,1296,7796ef847802ceb8e2bb340ff11f0c04,/content/dataset/raw/struk/train_0059.jpg,0.6666666666666666
train_0060,train,struk,cord-v2,576,864,bd8024f42d2fb55fe6157ef9cae149cc,/content/dataset/raw/struk/train_0060.jpg,0.6666666666666666
train_0061,train,struk,cord-v2,576,864,fd54741dd3ddaf2c69dde678e11c2489,/content/dataset/raw/struk/train_0061.jpg,0.6666666666666666
train_0062,train,struk,cord-v2,960,1706,670125cce3acb7d049bddc4ca29b6be3,/content/dataset/raw/struk/train_0062.jpg,0.5627198124267292
train_0063,train,struk,cord-v2,576,864,6f9ea7dcc0b49bbe2890ebf16a2942dd,/content/dataset/raw/struk/train_0063.jpg,0.6666666666666666
train_0064,train,struk,cord-v2,930,1280,7b0ee82db528bf8767e4709a5164b473,/content/dataset/raw/struk/train_0064.jpg,0.7265625
train_0065,train,struk,cord-v2,720,1280,966dca7352e5b70304984b8c7c2e7337,/content/dataset/raw/struk/train_0065.jpg,0.5625
train_0066,train,struk,cord-v2,2304,4096,5cda6bb38e6a52f20f172294bdb19f09,/content/dataset/raw/struk/train_0066.jpg,0.5625
train_0067,train,struk,cord-v2,960,1280,03303fda2a340eb8335c974f5253e39c,/content/dataset/raw/struk/train_0067.jpg,0.75
train_0068,train,struk,cord-v2,960,1280,8446fa4346304307880ab43d1d3e6dbe,/content/dataset/raw/struk/train_0068.jpg,0.75
train_0069,train,struk,cord-v2,720,1280,0a86b3e5dcf79baaf2db1c391f424cce,/content/dataset/raw/struk/train_0069.jpg,0.5625
train_0070,train,struk,cord-v2,2304,4096,d99fd484e6439e7e56156fa5fd7792be,/content/dataset/raw/struk/train_0070.jpg,0.5625
train_0071,train,struk,cord-v2,864,1296,ddf9b9dd95acfe59d4363e321b96fa39,/content/dataset/raw/struk/train_0071.jpg,0.6666666666666666
train_0072,train,struk,cord-v2,864,1296,cee58f552d0809d6f9de09f89ae2aff4,/content/dataset/raw/struk/train_0072.jpg,0.6666666666666666
train_0073,train,struk,cord-v2,432,648,b6a012136c3dd74eeb1cbfc4accceaef,/content/dataset/raw/struk/train_0073.jpg,0.6666666666666666
train_0074,train,struk,cord-v2,576,864,637bac8fecac11c116e9ec8123c0a09c,/content/dataset/raw/struk/train_0074.jpg,0.6666666666666666
train_0075,train,struk,cord-v2,576,864,1da34ed033c1da422f0f43e0fb2c07ba,/content/dataset/raw/struk/train_0075.jpg,0.6666666666666666
train_0076,train,struk,cord-v2,864,1296,45a60077bbe865942b1030ff35a74937,/content/dataset/raw/struk/train_0076.jpg,0.6666666666666666
train_0077,train,struk,cord-v2,960,1280,f971b0b463613f57fcd0b0d78766264b,/content/dataset/raw/struk/train_0077.jpg,0.75
train_0078,train,struk,cord-v2,864,1296,9cadbae6171b793a722553fcb3eed229,/content/dataset/raw/struk/train_0078.jpg,0.6666666666666666
train_0079,train,struk,cord-v2,576,864,b7ad8df8c64470ca99c617e6c1cdc1fd,/content/dataset/raw/struk/train_0079.jpg,0.6666666666666666
train_0080,train,struk,cord-v2,2304,4096,e2f4fb12486e4d68bfed3b7e9bd024e1,/content/dataset/raw/struk/train_0080.jpg,0.5625
train_0081,train,struk,cord-v2,864,1296,58715310c36add44d0ec4793111779cf,/content/dataset/raw/struk/train_0081.jpg,0.6666666666666666
train_0082,train,struk,cord-v2,576,864,13fff6f5378de85e93bcebc6bbd3822b,/content/dataset/raw/struk/train_0082.jpg,0.6666666666666666
train_0083,train,struk,cord-v2,1108,1478,54368f8d4cbacf4d48cf56badb25adb5,/content/dataset/raw/struk/train_0083.jpg,0.7496617050067659
train_0084,train,struk,cord-v2,576,864,fbc49ea34c25e7f901f0282a1d0b6cee,/content/dataset/raw/struk/train_0084.jpg,0.6666666666666666
train_0085,train,struk,cord-v2,960,1280,835eef5972a9c3de49f247d11e6529d7,/content/dataset/raw/struk/train_0085.jpg,0.75
train_0086,train,struk,cord-v2,720,1280,a97b852844da9b0f07e7f7d67aed4af0,/content/dataset/raw/struk/train_0086.jpg,0.5625
train_0087,train,struk,cord-v2,864,1296,c50d16c63e1063d220e0857069f2b14d,/content/dataset/raw/struk/train_0087.jpg,0.6666666666666666
train_0088,train,struk,cord-v2,576,864,a7e7e6952b2a21f04384016419ca78f8,/content/dataset/raw/struk/train_0088.jpg,0.6666666666666666
train_0089,train,struk,cord-v2,864,1296,c4854a7a5daf3680d0a95351ba6fb560,/content/dataset/raw/struk/train_0089.jpg,0.6666666666666666
train_0090,train,struk,cord-v2,864,1296,4a3037f895ebb5123050b3473a07902f,/content/dataset/raw/struk/train_0090.jpg,0.6666666666666666
train_0091,train,struk,cord-v2,576,864,89e4eef3b61f46441dc63b50247a06f9,/content/dataset/raw/struk/train_0091.jpg,0.6666666666666666
train_0092,train,struk,cord-v2,864,1296,c708b8f5f7ae263eb7ba077ec16b474b,/content/dataset/raw/struk/train_0092.jpg,0.6666666666666666
train_0093,train,struk,cord-v2,576,864,90cc0a23da7623784e30bd5f4c3ac6f9,/content/dataset/raw/struk/train_0093.jpg,0.6666666666666666
train_0094,train,struk,cord-v2,864,1296,086b9b756f48267d403c700f1a0860a9,/content/dataset/raw/struk/train_0094.jpg,0.6666666666666666
train_0095,train,struk,cord-v2,576,864,4f8f80e786f891cacaa03dd487c365cf,/content/dataset/raw/struk/train_0095.jpg,0.6666666666666666
train_0096,train,struk,cord-v2,864,1296,497dc9d6edef244312c35755937d9f54,/content/dataset/raw/struk/train_0096.jpg,0.6666666666666666
train_0097,train,struk,cord-v2,576,864,02e5aade16b787529c7f05e4b0916595,/content/dataset/raw/struk/train_0097.jpg,0.6666666666666666
train_0098,train,struk,cord-v2,720,1280,343fd9978bad0ff7474bcab9948a87cd,/content/dataset/raw/struk/train_0098.jpg,0.5625
train_0099,train,struk,cord-v2,576,864,4ec3e780fda97497a8c6e35a0d3caf1f,/content/dataset/raw/struk/train_0099.jpg,0.6666666666666666
train_0100,train,struk,cord-v2,2304,4096,290955b0a2f6818b0cd52a47ce312076,/content/dataset/raw/struk/train_0100.jpg,0.5625
train_0101,train,struk,cord-v2,720,1280,ed16668883f957f5747f7ad711e1c6ce,/content/dataset/raw/struk/train_0101.jpg,0.5625
train_0102,train,struk,cord-v2,864,1296,3800d7457e08a3ecd4f5ff5b47ff8956,/content/dataset/raw/struk/train_0102.jpg,0.6666666666666666
train_0103,train,struk,cord-v2,960,1280,8e6d2740931b2b839b78b96d8c2729a1,/content/dataset/raw/struk/train_0103.jpg,0.75
train_0104,train,struk,cord-v2,1108,1478,2ec94c2b62f837006ae5f0e3b9851a34,/content/dataset/raw/struk/train_0104.jpg,0.7496617050067659
train_0105,train,struk,cord-v2,576,864,f783115db2bf2639c0ed9efa49fcddfe,/content/dataset/raw/struk/train_0105.jpg,0.6666666666666666
train_0106,train,struk,cord-v2,576,864,87db037110f155dee7561d629658e0c7,/content/dataset/raw/struk/train_0106.jpg,0.6666666666666666
train_0107,train,struk,cord-v2,576,864,d5ebc15caf5e6336ce0752ea348518d7,/content/dataset/raw/struk/train_0107.jpg,0.6666666666666666
train_0108,train,struk,cord-v2,2304,4096,b3a693430dcaef958554811a6215d37c,/content/dataset/raw/struk/train_0108.jpg,0.5625
train_0110,train,struk,cord-v2,2304,4096,78a3df2cecd92d38fda2b984e318ccfa,/content/dataset/raw/struk/train_0110.jpg,0.5625
train_0111,train,struk,cord-v2,960,1280,b854be9ae5c3cc1515d377475aac8226,/content/dataset/raw/struk/train_0111.jpg,0.75
train_0112,train,struk,cord-v2,1536,2730,97e741c4ee256557bb84dace9b00ca54,/content/dataset/raw/struk/train_0112.jpg,0.5626373626373626
train_0113,train,struk,cord-v2,864,1296,2cce883e6448044c196763a2392aafaf,/content/dataset/raw/struk/train_0113.jpg,0.6666666666666666
train_0114,train,struk,cord-v2,864,1296,24b2025a49fc2313d6e8e89e0a7f200e,/content/dataset/raw/struk/train_0114.jpg,0.6666666666666666
train_0115,train,struk,cord-v2,576,864,3da55de9a6fb096025b66f84a06450c4,/content/dataset/raw/struk/train_0115.jpg,0.6666666666666666
train_0116,train,struk,cord-v2,1080,1920,9fdb59b570883dffa745abea54cc4a15,/content/dataset/raw/struk/train_0116.jpg,0.5625
train_0117,train,struk,cord-v2,576,864,1df6d90a582331f5c754558937ee7840,/content/dataset/raw/struk/train_0117.jpg,0.6666666666666666
train_0118,train,struk,cord-v2,576,864,cfbcc95a13b6ba4f6787e5de18c15b83,/content/dataset/raw/struk/train_0118.jpg,0.6666666666666666
train_0119,train,struk,cord-v2,864,1296,7b673027b6dd445b26b22bee737a8fb3,/content/dataset/raw/struk/train_0119.jpg,0.6666666666666666
train_0120,train,struk,cord-v2,864,1296,11d96f2a967dfc3dcb68e7de7e0baa8a,/content/dataset/raw/struk/train_0120.jpg,0.6666666666666666
train_0121,train,struk,cord-v2,864,1296,a5de390e8b0ab57f5ce5d66f351a4fdd,/content/dataset/raw/struk/train_0121.jpg,0.6666666666666666
train_0122,train,struk,cord-v2,720,1280,e7d08c4603d6aed472635760174e6a3a,/content/dataset/raw/struk/train_0122.jpg,0.5625
train_0123,train,struk,cord-v2,576,864,0ab3e30ed51a926b47903a599d0efbe8,/content/dataset/raw/struk/train_0123.jpg,0.6666666666666666
train_0124,train,struk,cord-v2,1108,1478,5692f447cb9b881e514cdf8435d10d56,/content/dataset/raw/struk/train_0124.jpg,0.7496617050067659
train_0125,train,struk,cord-v2,864,1296,bb2fae40e87bac83930f2d63344e260f,/content/dataset/raw/struk/train_0125.jpg,0.6666666666666666
train_0126,train,struk,cord-v2,960,1280,4b30a8202e8173f87565597a1b8b5839,/content/dataset/raw/struk/train_0126.jpg,0.75
train_0127,train,struk,cord-v2,864,1296,c1224dafc39f01db0a047e908e550600,/content/dataset/raw/struk/train_0127.jpg,0.6666666666666666
train_0128,train,struk,cord-v2,864,1296,ac6ddd9fe4665b07c89d83ab9e2f422f,/content/dataset/raw/struk/train_0128.jpg,0.6666666666666666
train_0129,train,struk,cord-v2,2304,4096,442e19b5c39d8b72972f05462f32d5a2,/content/dataset/raw/struk/train_0129.jpg,0.5625
train_0130,train,struk,cord-v2,576,864,e6185d61a0e2bfe73ff79c2826d736c8,/content/dataset/raw/struk/train_0130.jpg,0.6666666666666666
train_0131,train,struk,cord-v2,864,1296,32e71a6ea1b336f7d98ad964589702b8,/content/dataset/raw/struk/train_0131.jpg,0.6666666666666666
train_0132,train,struk,cord-v2,2304,4096,13eb808936f4e4f5c7048d85394a988c,/content/dataset/raw/struk/train_0132.jpg,0.5625
train_0133,train,struk,cord-v2,864,1296,97dd01122321a02196d3543843a5cb14,/content/dataset/raw/struk/train_0133.jpg,0.6666666666666666
train_0134,train,struk,cord-v2,432,648,b6b5810497c5a37d998e92c55f68437f,/content/dataset/raw/struk/train_0134.jpg,0.6666666666666666
train_0135,train,struk,cord-v2,864,1296,5491dfc5dbe1676695867cfa5afd61ca,/content/dataset/raw/struk/train_0135.jpg,0.6666666666666666
train_0136,train,struk,cord-v2,864,1296,c92608cedb6cc077ff4f778537e58d68,/content/dataset/raw/struk/train_0136.jpg,0.6666666666666666
train_0137,train,struk,cord-v2,2304,4096,12f11ed2cc3814533106f7bc7330ba0c,/content/dataset/raw/struk/train_0137.jpg,0.5625
train_0138,train,struk,cord-v2,1836,3264,4055f0653d50cd16533adc554cec2b3b,/content/dataset/raw/struk/train_0138.jpg,0.5625
train_0139,train,struk,cord-v2,1108,1478,5ea4fcfd68e57d13ffa4257bd010e76c,/content/dataset/raw/struk/train_0139.jpg,0.7496617050067659
train_0140,train,struk,cord-v2,576,864,c9f591e1b040263ab412366921db9f1d,/content/dataset/raw/struk/train_0140.jpg,0.6666666666666666
train_0141,train,struk,cord-v2,1080,1920,3eac21f5e3962eb05c6f9d2c1eb07755,/content/dataset/raw/struk/train_0141.jpg,0.5625
train_0142,train,struk,cord-v2,864,1296,43c70afecd1c45d550821d724727de09,/content/dataset/raw/struk/train_0142.jpg,0.6666666666666666
train_0143,train,struk,cord-v2,1108,1478,9ea5a9ccf5d129ce23796c41c0155e5c,/content/dataset/raw/struk/train_0143.jpg,0.7496617050067659
train_0144,train,struk,cord-v2,2304,4096,966b3ae788c9b17df05ac415f487a045,/content/dataset/raw/struk/train_0144.jpg,0.5625
train_0145,train,struk,cord-v2,864,1296,f3e5e6ec777ec45fd73ed07b4334c5ad,/content/dataset/raw/struk/train_0145.jpg,0.6666666666666666
train_0146,train,struk,cord-v2,864,1296,653ddf00ee01ad1ba874c25184a28202,/content/dataset/raw/struk/train_0146.jpg,0.6666666666666666
train_0147,train,struk,cord-v2,1152,1728,da49b30484448bd1d81507a12866a1c3,/content/dataset/raw/struk/train_0147.jpg,0.6666666666666666
train_0148,train,struk,cord-v2,576,864,c37825663e9856c7a8377d1f970ec470,/content/dataset/raw/struk/train_0148.jpg,0.6666666666666666
train_0149,train,struk,cord-v2,576,864,6d5ad3e565fa97410712e1dfce9086db,/content/dataset/raw/struk/train_0149.jpg,0.6666666666666666
train_0150,train,struk,cord-v2,1836,3264,0b066ae6c619d484979c1c270d5e2537,/content/dataset/raw/struk/train_0150.jpg,0.5625
train_0151,train,struk,cord-v2,576,864,c98d74308aa411935f75add84da24d14,/content/dataset/raw/struk/train_0151.jpg,0.6666666666666666
train_0152,train,struk,cord-v2,1024,1198,97808fab42f201108242b375383c95ee,/content/dataset/raw/struk/train_0152.jpg,0.8547579298831386
train_0153,train,struk,cord-v2,864,1296,968aebc51eba1cd217580ebf31a72341,/content/dataset/raw/struk/train_0153.jpg,0.6666666666666666
train_0154,train,struk,cord-v2,1536,2730,e99f24cbd5718cadc105bec37ee1ea97,/content/dataset/raw/struk/train_0154.jpg,0.5626373626373626
train_0155,train,struk,cord-v2,576,864,b8e80a92b92d42746e55ab8f9abcf143,/content/dataset/raw/struk/train_0155.jpg,0.6666666666666666
train_0156,train,struk,cord-v2,576,864,e1344a09dfb4419025b02baa30ef57be,/content/dataset/raw/struk/train_0156.jpg,0.6666666666666666
train_0157,train,struk,cord-v2,864,1296,6dace51be3d2f421fdb869c9ef430835,/content/dataset/raw/struk/train_0157.jpg,0.6666666666666666
train_0158,train,struk,cord-v2,864,1296,3300db38da9020073979cc9d38704118,/content/dataset/raw/struk/train_0158.jpg,0.6666666666666666
train_0159,train,struk,cord-v2,2304,4096,26763e98f70b0e09e09b24de0e210eef,/content/dataset/raw/struk/train_0159.jpg,0.5625
train_0160,train,struk,cord-v2,576,864,8aabd53db189c34bca6d98f48fb5ed3a,/content/dataset/raw/struk/train_0160.jpg,0.6666666666666666
train_0161,train,struk,cord-v2,1080,1920,325fba43ebcadb10508f50bb00c38c2b,/content/dataset/raw/struk/train_0161.jpg,0.5625
train_0162,train,struk,cord-v2,642,1900,0929651fdf958ba09f08091fb886a6d8,/content/dataset/raw/struk/train_0162.jpg,0.33789473684210525
train_0163,train,struk,cord-v2,960,1280,7b81a6992b45f2bd8e95e73ae25fd708,/content/dataset/raw/struk/train_0163.jpg,0.75
train_0164,train,struk,cord-v2,2304,4096,de59522ac874ab92abc9edb224e99ae8,/content/dataset/raw/struk/train_0164.jpg,0.5625
train_0165,train,struk,cord-v2,278,586,80f0e8be5b4a9f732f182b1e9fc69b34,/content/dataset/raw/struk/train_0165.jpg,0.47440273037542663
train_0166,train,struk,cord-v2,864,1296,e1f582baf62756d78a32c3ecd7bff006,/content/dataset/raw/struk/train_0166.jpg,0.6666666666666666
train_0167,train,struk,cord-v2,2304,4096,c52ac9202e214925eb3b2cd83bda22b8,/content/dataset/raw/struk/train_0167.jpg,0.5625
train_0168,train,struk,cord-v2,864,1296,b212f8af57c6ac07b1472fac0a3cdee5,/content/dataset/raw/struk/train_0168.jpg,0.6666666666666666
train_0169,train,struk,cord-v2,864,1296,e8766c91220ae7cec2f22c197209e65c,/content/dataset/raw/struk/train_0169.jpg,0.6666666666666666
train_0170,train,struk,cord-v2,864,1296,0a887563b0a588da9b3b429edead1ddc,/content/dataset/raw/struk/train_0170.jpg,0.6666666666666666
train_0171,train,struk,cord-v2,864,1296,00b2103c1942b5a797a399cf9a3a1489,/content/dataset/raw/struk/train_0171.jpg,0.6666666666666666
train_0172,train,struk,cord-v2,2304,4096,3ca53683c7b23ec260d6cda8b7f916e4,/content/dataset/raw/struk/train_0172.jpg,0.5625
train_0173,train,struk,cord-v2,2304,4096,f2b90d8df11e6c016679a0c2176e7bd1,/content/dataset/raw/struk/train_0173.jpg,0.5625
train_0174,train,struk,cord-v2,1108,1478,8098c67c6fdbd17841d5df2118ff5f95,/content/dataset/raw/struk/train_0174.jpg,0.7496617050067659
train_0175,train,struk,cord-v2,576,864,909be9f5e6d2cacf65689160829e5403,/content/dataset/raw/struk/train_0175.jpg,0.6666666666666666
train_0176,train,struk,cord-v2,1108,1478,9d2357e73132d5522846eecff2dd4159,/content/dataset/raw/struk/train_0176.jpg,0.7496617050067659
train_0177,train,struk,cord-v2,1108,1478,71aa809ccbf200029c78701b24da9d9b,/content/dataset/raw/struk/train_0177.jpg,0.7496617050067659
train_0178,train,struk,cord-v2,864,1296,77ca1cbc2bb38c7b95e45f5715c4a873,/content/dataset/raw/struk/train_0178.jpg,0.6666666666666666
train_0179,train,struk,cord-v2,864,1296,7a544b2af9e2cab04e39cda7047de58b,/content/dataset/raw/struk/train_0179.jpg,0.6666666666666666
train_0180,train,struk,cord-v2,1152,1728,349c6ef0af032a6990c4c1842c76e8a2,/content/dataset/raw/struk/train_0180.jpg,0.6666666666666666
train_0181,train,struk,cord-v2,2304,4096,707aebffccccd9f4f986a70d88a8fcd2,/content/dataset/raw/struk/train_0181.jpg,0.5625
train_0182,train,struk,cord-v2,576,864,bfd6d44c66b4af2677f725c7936a75fa,/content/dataset/raw/struk/train_0182.jpg,0.6666666666666666
train_0183,train,struk,cord-v2,2304,4096,961bed4935e3c44fc63abc7d0fbcb15a,/content/dataset/raw/struk/train_0183.jpg,0.5625
train_0184,train,struk,cord-v2,576,864,442ca0b6b82f519afa88b9820827d5c7,/content/dataset/raw/struk/train_0184.jpg,0.6666666666666666
train_0185,train,struk,cord-v2,1836,3264,afc1a68e86305253559eb449c541d535,/content/dataset/raw/struk/train_0185.jpg,0.5625
train_0186,train,struk,cord-v2,2304,4096,bd3b90a3e37c83b8e9f444e1add86335,/content/dataset/raw/struk/train_0186.jpg,0.5625
train_0187,train,struk,cord-v2,2304,4096,1cdb2992f018eb92597a688db4dbc4e3,/content/dataset/raw/struk/train_0187.jpg,0.5625
train_0188,train,struk,cord-v2,1080,1920,6d37e4c6fd3896c4b5b2424907d82c87,/content/dataset/raw/struk/train_0188.jpg,0.5625
train_0189,train,struk,cord-v2,2304,4096,23aefaf5e9a35f65929c6ce5c101645a,/content/dataset/raw/struk/train_0189.jpg,0.5625
train_0190,train,struk,cord-v2,2304,4096,f03a99dbab70d42323ac7c9d0c3b5b0c,/content/dataset/raw/struk/train_0190.jpg,0.5625
train_0191,train,struk,cord-v2,960,1280,0f9c77392edf338b85bd9a1c2785299e,/content/dataset/raw/struk/train_0191.jpg,0.75
