id,split,label,source,width,height,md5,raw_path,aspect_ratio,orientation,resolution,res_category,label_encoded,source_encoded,ar_category,cnn_path,ocr_path
train_0024,train,struk,cord-v2,576,864,bf9af9a5bdc48b87f036625fbbd60db2,/content/dataset/raw/struk/train_0024.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0024.jpg,/content/dataset/ocr/struk/train_0024.jpg
train_0025,train,struk,cord-v2,864,1296,79a4d877dfddce6d3d59d46342c2975b,/content/dataset/raw/struk/train_0025.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0025.jpg,/content/dataset/ocr/struk/train_0025.jpg
train_0026,train,struk,cord-v2,1108,1478,1a04fec54694e90d924537642cad9e99,/content/dataset/raw/struk/train_0026.jpg,0.7496617050067659,True,1637624,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0026.jpg,/content/dataset/ocr/struk/train_0026.jpg
train_0027,train,struk,cord-v2,864,1296,ad1d13a2594f75e53538c134546f39d1,/content/dataset/raw/struk/train_0027.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0027.jpg,/content/dataset/ocr/struk/train_0027.jpg
train_0028,train,struk,cord-v2,864,1296,51b5e1342b4cd990bae3c61ed8513633,/content/dataset/raw/struk/train_0028.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0028.jpg,/content/dataset/ocr/struk/train_0028.jpg
train_0029,train,struk,cord-v2,576,864,c03b97eca38151c4e67ad7a5c48ae0b4,/content/dataset/raw/struk/train_0029.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0029.jpg,/content/dataset/ocr/struk/train_0029.jpg
train_0030,train,struk,cord-v2,864,1296,24a64afd4e198bf0a8a5f1459038eec0,/content/dataset/raw/struk/train_0030.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0030.jpg,/content/dataset/ocr/struk/train_0030.jpg
train_0031,train,struk,cord-v2,576,864,f80d60db58b477599419c250b7b79300,/content/dataset/raw/struk/train_0031.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0031.jpg,/content/dataset/ocr/struk/train_0031.jpg
train_0032,train,struk,cord-v2,576,864,91acd777f86179b5ff4d6b611afce288,/content/dataset/raw/struk/train_0032.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0032.jpg,/content/dataset/ocr/struk/train_0032.jpg
train_0033,train,struk,cord-v2,576,864,e9e83c8d10f2236bde7e95840d88bd08,/content/dataset/raw/struk/train_0033.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0033.jpg,/content/dataset/ocr/struk/train_0033.jpg
train_0034,train,struk,cord-v2,576,864,fdf0e37ee00ca76ecfa284c452b36c50,/content/dataset/raw/struk/train_0034.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0034.jpg,/content/dataset/ocr/struk/train_0034.jpg
train_0035,train,struk,cord-v2,576,864,bdf1d9291e85fb27eea0fe8aba4e486e,/content/dataset/raw/struk/train_0035.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0035.jpg,/content/dataset/ocr/struk/train_0035.jpg
train_0036,train,struk,cord-v2,960,1280,60a5ca60f5c46e2819278ecb0c89cf84,/content/dataset/raw/struk/train_0036.jpg,0.75,True,1228800,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0036.jpg,/content/dataset/ocr/struk/train_0036.jpg
train_0037,train,struk,cord-v2,864,1296,fcaaf5d579bb4ec902046dfa69a0ac00,/content/dataset/raw/struk/train_0037.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0037.jpg,/content/dataset/ocr/struk/train_0037.jpg
train_0038,train,struk,cord-v2,864,1296,bffb34702294d0bb68347a116f41c5e8,/content/dataset/raw/struk/train_0038.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0038.jpg,/content/dataset/ocr/struk/train_0038.jpg
train_0039,train,struk,cord-v2,1108,1478,d6f7ffde6a048366d262705cfb75bb5e,/content/dataset/raw/struk/train_0039.jpg,0.7496617050067659,True,1637624,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0039.jpg,/content/dataset/ocr/struk/train_0039.jpg
train_0040,train,struk,cord-v2,576,864,b1bbc63de4156c0ad93e6a4c36f9b7bf,/content/dataset/raw/struk/train_0040.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0040.jpg,/content/dataset/ocr/struk/train_0040.jpg
train_0041,train,struk,cord-v2,576,864,0e97b84e849a645bb37d57f372c49133,/content/dataset/raw/struk/train_0041.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0041.jpg,/content/dataset/ocr/struk/train_0041.jpg
train_0042,train,struk,cord-v2,576,864,4cff9a9934a0c182e5c8ce9784b5916b,/content/dataset/raw/struk/train_0042.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0042.jpg,/content/dataset/ocr/struk/train_0042.jpg
train_0043,train,struk,cord-v2,864,1296,5ee032ca5c89b9b99abfeee2946d9598,/content/dataset/raw/struk/train_0043.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0043.jpg,/content/dataset/ocr/struk/train_0043.jpg
train_0044,train,struk,cord-v2,432,648,48f20acb1890f9a0fe8a0bc8f75fe130,/content/dataset/raw/struk/train_0044.jpg,0.6666666666666666,True,279936,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0044.jpg,/content/dataset/ocr/struk/train_0044.jpg
train_0045,train,struk,cord-v2,2304,4096,f4d21a03f6d861d267c9841d300ee381,/content/dataset/raw/struk/train_0045.jpg,0.5625,True,9437184,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0045.jpg,/content/dataset/ocr/struk/train_0045.jpg
train_0046,train,struk,cord-v2,864,1296,1b6ed961fbf15fd4b63901075aaca16f,/content/dataset/raw/struk/train_0046.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0046.jpg,/content/dataset/ocr/struk/train_0046.jpg
train_0047,train,struk,cord-v2,864,1296,76be76762d17928d7634a585f52a9051,/content/dataset/raw/struk/train_0047.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0047.jpg,/content/dataset/ocr/struk/train_0047.jpg
train_0048,train,struk,cord-v2,660,1394,2db238c28fc6785c0966f41e65dab239,/content/dataset/raw/struk/train_0048.jpg,0.4734576757532281,True,920040,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0048.jpg,/content/dataset/ocr/struk/train_0048.jpg
train_0049,train,struk,cord-v2,576,864,e446b12f44b9e9947e8372f40fa54179,/content/dataset/raw/struk/train_0049.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0049.jpg,/content/dataset/ocr/struk/train_0049.jpg
train_0050,train,struk,cord-v2,864,1296,4dc34ac6999eb91802accb5a492f2f06,/content/dataset/raw/struk/train_0050.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0050.jpg,/content/dataset/ocr/struk/train_0050.jpg
train_0051,train,struk,cord-v2,1108,1478,b179d65dcfd6635d3247deaee607f19f,/content/dataset/raw/struk/train_0051.jpg,0.7496617050067659,True,1637624,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0051.jpg,/content/dataset/ocr/struk/train_0051.jpg
train_0052,train,struk,cord-v2,576,864,748fceb8f9179d0ee50ab6671c172dc7,/content/dataset/raw/struk/train_0052.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0052.jpg,/content/dataset/ocr/struk/train_0052.jpg
train_0053,train,struk,cord-v2,960,1280,4929d7ace7f89906daacda1b40c7c069,/content/dataset/raw/struk/train_0053.jpg,0.75,True,1228800,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0053.jpg,/content/dataset/ocr/struk/train_0053.jpg
train_0054,train,struk,cord-v2,576,864,3cde5c2cc800f8fd3e4a0902a95c2038,/content/dataset/raw/struk/train_0054.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0054.jpg,/content/dataset/ocr/struk/train_0054.jpg
train_0055,train,struk,cord-v2,2304,4096,0ae62f09779ce36a8b9788290564d8d1,/content/dataset/raw/struk/train_0055.jpg,0.5625,True,9437184,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0055.jpg,/content/dataset/ocr/struk/train_0055.jpg
train_0056,train,struk,cord-v2,1836,3264,8c8caea53aef416669e614f67f77729a,/content/dataset/raw/struk/train_0056.jpg,0.5625,True,5992704,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0056.jpg,/content/dataset/ocr/struk/train_0056.jpg
train_0057,train,struk,cord-v2,576,864,d83ce7f47add708612d18534b99e84d6,/content/dataset/raw/struk/train_0057.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0057.jpg,/content/dataset/ocr/struk/train_0057.jpg
train_0058,train,struk,cord-v2,864,1296,bf0e01d255227c819527210105d3c274,/content/dataset/raw/struk/train_0058.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0058.jpg,/content/dataset/ocr/struk/train_0058.jpg
train_0059,train,struk,cord-v2,864,1296,7796ef847802ceb8e2bb340ff11f0c04,/content/dataset/raw/struk/train_0059.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0059.jpg,/content/dataset/ocr/struk/train_0059.jpg
train_0060,train,struk,cord-v2,576,864,bd8024f42d2fb55fe6157ef9cae149cc,/content/dataset/raw/struk/train_0060.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0060.jpg,/content/dataset/ocr/struk/train_0060.jpg
train_0061,train,struk,cord-v2,576,864,fd54741dd3ddaf2c69dde678e11c2489,/content/dataset/raw/struk/train_0061.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0061.jpg,/content/dataset/ocr/struk/train_0061.jpg
train_0062,train,struk,cord-v2,960,1706,670125cce3acb7d049bddc4ca29b6be3,/content/dataset/raw/struk/train_0062.jpg,0.5627198124267292,True,1637760,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0062.jpg,/content/dataset/ocr/struk/train_0062.jpg
train_0063,train,struk,cord-v2,576,864,6f9ea7dcc0b49bbe2890ebf16a2942dd,/content/dataset/raw/struk/train_0063.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0063.jpg,/content/dataset/ocr/struk/train_0063.jpg
train_0064,train,struk,cord-v2,930,1280,7b0ee82db528bf8767e4709a5164b473,/content/dataset/raw/struk/train_0064.jpg,0.7265625,True,1190400,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0064.jpg,/content/dataset/ocr/struk/train_0064.jpg
train_0065,train,struk,cord-v2,720,1280,966dca7352e5b70304984b8c7c2e7337,/content/dataset/raw/struk/train_0065.jpg,0.5625,True,921600,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0065.jpg,/content/dataset/ocr/struk/train_0065.jpg
train_0066,train,struk,cord-v2,2304,4096,5cda6bb38e6a52f20f172294bdb19f09,/content/dataset/raw/struk/train_0066.jpg,0.5625,True,9437184,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0066.jpg,/content/dataset/ocr/struk/train_0066.jpg
train_0067,train,struk,cord-v2,960,1280,03303fda2a340eb8335c974f5253e39c,/content/dataset/raw/struk/train_0067.jpg,0.75,True,1228800,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0067.jpg,/content/dataset/ocr/struk/train_0067.jpg
train_0068,train,struk,cord-v2,960,1280,8446fa4346304307880ab43d1d3e6dbe,/content/dataset/raw/struk/train_0068.jpg,0.75,True,1228800,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0068.jpg,/content/dataset/ocr/struk/train_0068.jpg
train_0069,train,struk,cord-v2,720,1280,0a86b3e5dcf79baaf2db1c391f424cce,/content/dataset/raw/struk/train_0069.jpg,0.5625,True,921600,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0069.jpg,/content/dataset/ocr/struk/train_0069.jpg
train_0070,train,struk,cord-v2,2304,4096,d99fd484e6439e7e56156fa5fd7792be,/content/dataset/raw/struk/train_0070.jpg,0.5625,True,9437184,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0070.jpg,/content/dataset/ocr/struk/train_0070.jpg
train_0071,train,struk,cord-v2,864,1296,ddf9b9dd95acfe59d4363e321b96fa39,/content/dataset/raw/struk/train_0071.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0071.jpg,/content/dataset/ocr/struk/train_0071.jpg
train_0072,train,struk,cord-v2,864,1296,cee58f552d0809d6f9de09f89ae2aff4,/content/dataset/raw/struk/train_0072.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0072.jpg,/content/dataset/ocr/struk/train_0072.jpg
train_0073,train,struk,cord-v2,432,648,b6a012136c3dd74eeb1cbfc4accceaef,/content/dataset/raw/struk/train_0073.jpg,0.6666666666666666,True,279936,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0073.jpg,/content/dataset/ocr/struk/train_0073.jpg
train_0074,train,struk,cord-v2,576,864,637bac8fecac11c116e9ec8123c0a09c,/content/dataset/raw/struk/train_0074.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0074.jpg,/content/dataset/ocr/struk/train_0074.jpg
train_0075,train,struk,cord-v2,576,864,1da34ed033c1da422f0f43e0fb2c07ba,/content/dataset/raw/struk/train_0075.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0075.jpg,/content/dataset/ocr/struk/train_0075.jpg
train_0076,train,struk,cord-v2,864,1296,45a60077bbe865942b1030ff35a74937,/content/dataset/raw/struk/train_0076.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0076.jpg,/content/dataset/ocr/struk/train_0076.jpg
train_0077,train,struk,cord-v2,960,1280,f971b0b463613f57fcd0b0d78766264b,/content/dataset/raw/struk/train_0077.jpg,0.75,True,1228800,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0077.jpg,/content/dataset/ocr/struk/train_0077.jpg
train_0078,train,struk,cord-v2,864,1296,9cadbae6171b793a722553fcb3eed229,/content/dataset/raw/struk/train_0078.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0078.jpg,/content/dataset/ocr/struk/train_0078.jpg
train_0079,train,struk,cord-v2,576,864,b7ad8df8c64470ca99c617e6c1cdc1fd,/content/dataset/raw/struk/train_0079.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0079.jpg,/content/dataset/ocr/struk/train_0079.jpg
train_0080,train,struk,cord-v2,2304,4096,e2f4fb12486e4d68bfed3b7e9bd024e1,/content/dataset/raw/struk/train_0080.jpg,0.5625,True,9437184,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0080.jpg,/content/dataset/ocr/struk/train_0080.jpg
train_0081,train,struk,cord-v2,864,1296,58715310c36add44d0ec4793111779cf,/content/dataset/raw/struk/train_0081.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0081.jpg,/content/dataset/ocr/struk/train_0081.jpg
train_0082,train,struk,cord-v2,576,864,13fff6f5378de85e93bcebc6bbd3822b,/content/dataset/raw/struk/train_0082.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0082.jpg,/content/dataset/ocr/struk/train_0082.jpg
train_0083,train,struk,cord-v2,1108,1478,54368f8d4cbacf4d48cf56badb25adb5,/content/dataset/raw/struk/train_0083.jpg,0.7496617050067659,True,1637624,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0083.jpg,/content/dataset/ocr/struk/train_0083.jpg
train_0084,train,struk,cord-v2,576,864,fbc49ea34c25e7f901f0282a1d0b6cee,/content/dataset/raw/struk/train_0084.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0084.jpg,/content/dataset/ocr/struk/train_0084.jpg
train_0085,train,struk,cord-v2,960,1280,835eef5972a9c3de49f247d11e6529d7,/content/dataset/raw/struk/train_0085.jpg,0.75,True,1228800,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0085.jpg,/content/dataset/ocr/struk/train_0085.jpg
train_0086,train,struk,cord-v2,720,1280,a97b852844da9b0f07e7f7d67aed4af0,/content/dataset/raw/struk/train_0086.jpg,0.5625,True,921600,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0086.jpg,/content/dataset/ocr/struk/train_0086.jpg
train_0087,train,struk,cord-v2,864,1296,c50d16c63e1063d220e0857069f2b14d,/content/dataset/raw/struk/train_0087.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0087.jpg,/content/dataset/ocr/struk/train_0087.jpg
train_0088,train,struk,cord-v2,576,864,a7e7e6952b2a21f04384016419ca78f8,/content/dataset/raw/struk/train_0088.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0088.jpg,/content/dataset/ocr/struk/train_0088.jpg
train_0089,train,struk,cord-v2,864,1296,c4854a7a5daf3680d0a95351ba6fb560,/content/dataset/raw/struk/train_0089.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0089.jpg,/content/dataset/ocr/struk/train_0089.jpg
train_0090,train,struk,cord-v2,864,1296,4a3037f895ebb5123050b3473a07902f,/content/dataset/raw/struk/train_0090.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0090.jpg,/content/dataset/ocr/struk/train_0090.jpg
train_0091,train,struk,cord-v2,576,864,89e4eef3b61f46441dc63b50247a06f9,/content/dataset/raw/struk/train_0091.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0091.jpg,/content/dataset/ocr/struk/train_0091.jpg
train_0092,train,struk,cord-v2,864,1296,c708b8f5f7ae263eb7ba077ec16b474b,/content/dataset/raw/struk/train_0092.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0092.jpg,/content/dataset/ocr/struk/train_0092.jpg
train_0093,train,struk,cord-v2,576,864,90cc0a23da7623784e30bd5f4c3ac6f9,/content/dataset/raw/struk/train_0093.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0093.jpg,/content/dataset/ocr/struk/train_0093.jpg
train_0094,train,struk,cord-v2,864,1296,086b9b756f48267d403c700f1a0860a9,/content/dataset/raw/struk/train_0094.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0094.jpg,/content/dataset/ocr/struk/train_0094.jpg
train_0095,train,struk,cord-v2,576,864,4f8f80e786f891cacaa03dd487c365cf,/content/dataset/raw/struk/train_0095.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0095.jpg,/content/dataset/ocr/struk/train_0095.jpg
train_0096,train,struk,cord-v2,864,1296,497dc9d6edef244312c35755937d9f54,/content/dataset/raw/struk/train_0096.jpg,0.6666666666666666,True,1119744,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0096.jpg,/content/dataset/ocr/struk/train_0096.jpg
train_0097,train,struk,cord-v2,576,864,02e5aade16b787529c7f05e4b0916595,/content/dataset/raw/struk/train_0097.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0097.jpg,/content/dataset/ocr/struk/train_0097.jpg
train_0098,train,struk,cord-v2,720,1280,343fd9978bad0ff7474bcab9948a87cd,/content/dataset/raw/struk/train_0098.jpg,0.5625,True,921600,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0098.jpg,/content/dataset/ocr/struk/train_0098.jpg
train_0099,train,struk,cord-v2,576,864,4ec3e780fda97497a8c6e35a0d3caf1f,/content/dataset/raw/struk/train_0099.jpg,0.6666666666666666,True,497664,mid,1,0,portrait,/content/dataset/cnn/train/struk/train_0099.jpg,/content/dataset/ocr/struk/train_0099.jpg
train_0100,train,struk,cord-v2,2304,4096,290955b0a2f6818b0cd52a47ce312076,/content/dataset/raw/struk/train_0100.jpg,0.5625,True,9437184,high,1,0,portrait,/content/dataset/cnn/train/struk/train_0100.jpg,/content/dataset/ocr/struk/train_0100.jpg
